"Genotype" "Trial" "Yield"
"2519" "G019" "TR26" 59.0015715535149
"2520" "G020" "TR26" 31.9703440132518
"2521" "G021" "TR26" 35.1173278341001
"2522" "G022" "TR26" 29.5583628768654
"2523" "G023" "TR26" 29.0193006700588
"2524" "G024" "TR26" 41.2031966512305
"2525" "G025" "TR26" 40.343352858992
"2526" "G026" "TR26" 44.4431081950904
"2527" "G027" "TR26" 58.1153153693485
"2528" "G028" "TR26" 41.0229942202288
"2529" "G029" "TR26" 38.5770129059947
"2530" "G030" "TR26" 33.9670673856119
"2531" "G031" "TR26" 37.2372547584897
"2532" "G032" "TR26" 55.5582231188685
"2533" "G033" "TR26" 28.3620843634375
"2534" "G034" "TR26" 43.0203978583004
"2535" "G035" "TR26" 40.2805370608483
"2536" "G036" "TR26" 42.7273353917446
"2537" "G037" "TR26" 52.4470123762589
"2538" "G038" "TR26" 63.1679839134263
"2539" "G039" "TR26" 26.1860456637022
"2540" "G040" "TR26" 58.6196327268308
"2541" "G041" "TR26" 42.0099022423099
"2542" "G042" "TR26" 30.2641704731593
"2543" "G043" "TR26" 48.8492924910178
"2544" "G044" "TR26" 52.1992269443172
"2545" "G045" "TR26" 34.9513761178216
"2546" "G046" "TR26" 45.8786124771632
"2547" "G047" "TR26" 36.6540472241392
"2548" "G048" "TR26" 35.1521842847127
"2549" "G049" "TR26" 44.024324370375
"2550" "G050" "TR26" 45.1512833689595
"2551" "G051" "TR26" 42.1304950165158
"2552" "G052" "TR26" 51.5357527844066
"2553" "G053" "TR26" 37.4727947847001
"2554" "G054" "TR26" 45.998601531515
"2555" "G055" "TR26" 49.3759427856451
"2556" "G056" "TR26" 48.0187826227357
"2557" "G057" "TR26" 24.7536285583609
"2558" "G058" "TR26" 32.2606282554337
"2559" "G059" "TR26" 47.6842012638758
"2560" "G060" "TR26" 66.9130007276711
"2561" "G061" "TR26" 67.0658993274413
"2562" "G062" "TR26" 37.6544457899957
"2563" "G063" "TR26" 39.3922496749278
"2564" "G064" "TR26" 32.132219188781
"2565" "G065" "TR26" 53.1980766360901
"2566" "G066" "TR26" 52.8325989768949
"2567" "G067" "TR26" 27.2906653606359
"2568" "G068" "TR26" 41.5002179899087
"2569" "G069" "TR26" 56.3479509781651
"2570" "G070" "TR26" 29.8611153218284
"2571" "G071" "TR26" 46.4784593582554
"2572" "G072" "TR26" 43.8571257930244
"2573" "G073" "TR26" 47.3259248406312
"2574" "G074" "TR26" 49.920429817843
"2575" "G075" "TR26" 39.8216276960989
"2576" "G076" "TR26" 42.5702183591678
"2577" "G077" "TR26" 37.3297993156622
"2578" "G078" "TR26" 33.154516878064
"2579" "G079" "TR26" 34.1886643048601
"2580" "G080" "TR26" 32.4433715477683
"2581" "G081" "TR26" 45.4807903516314
"2582" "G082" "TR26" 56.4347719893758
"2583" "G083" "TR26" 68.3065241612429
"2584" "G084" "TR26" 55.9448335698626
"2585" "G085" "TR26" 33.4654346720779
"2586" "G086" "TR26" 55.8140843016421
"2587" "G087" "TR26" 58.4340524519345
"2588" "G088" "TR26" 45.9772456281838
"2589" "G089" "TR26" 33.0083574859964
"2590" "G090" "TR26" 38.0128265983388
"2591" "G091" "TR26" 42.2231929108536
"2592" "G092" "TR26" 32.4293086640462
"2593" "G093" "TR26" 58.0348441059071
"2594" "G094" "TR26" 41.0587204422148
"2595" "G095" "TR26" 56.0710357281001
"2596" "G096" "TR26" 57.1683013210307
"2597" "G097" "TR26" 61.0489487350849
"2598" "G098" "TR26" 48.194218844388
"2599" "G099" "TR26" 33.0331324758075
"2600" "G100" "TR26" 48.8699126660258
"2601" "G001" "TR27" 32.5382497114303
"2602" "G002" "TR27" 74.0293532059587
"2603" "G003" "TR27" 47.8975878002725
"2604" "G004" "TR27" 56.1930989595403
"2605" "G005" "TR27" 49.9606451546745
"2606" "G006" "TR27" 80.4382000790524
"2607" "G007" "TR27" 57.8903183883027
"2608" "G008" "TR27" 52.2937203746577
"2609" "G009" "TR27" 43.1180387943606
"2610" "G010" "TR27" 43.851423551139
"2611" "G011" "TR27" 64.3556818520526
"2612" "G012" "TR27" 54.288862151911
"2613" "G013" "TR27" 48.5541891470957
"2614" "G014" "TR27" 54.2497842562201
"2615" "G015" "TR27" 42.2439708416977
"2616" "G016" "TR27" 41.8526814604608
"2617" "G017" "TR27" 44.41185423366
"2618" "G018" "TR27" 31.4379401706835
"2619" "G019" "TR27" 65.2375519651629
"2620" "G020" "TR27" 43.3294038872273
"2621" "G021" "TR27" 57.573191000021
"2622" "G022" "TR27" 57.7522573640847
"2623" "G023" "TR27" 57.8456351235799
"2624" "G024" "TR27" 49.735704865552
"2625" "G025" "TR27" 59.8351390080588
"2626" "G026" "TR27" 40.4569707405394
"2627" "G027" "TR27" 57.3769563617101
"2628" "G028" "TR27" 46.4673950766483
"2629" "G029" "TR27" 45.8133853437344
"2630" "G030" "TR27" 28.5985250182532
"2631" "G031" "TR27" 43.6538326631654
"2632" "G032" "TR27" 80.8575009562932
"2633" "G033" "TR27" 38.9496761098804
"2634" "G034" "TR27" 33.9162132080549
"2635" "G035" "TR27" 81.810680384026
"2636" "G036" "TR27" 45.1599088117505
"2637" "G037" "TR27" 80.8743895068325
"2638" "G038" "TR27" 46.3704808554991
"2639" "G039" "TR27" 35.2114790563117
"2640" "G040" "TR27" 91.3725542480296
"2641" "G041" "TR27" 67.3959353137033
"2642" "G042" "TR27" 35.2987161166121
"2643" "G043" "TR27" 48.8788416392797
"2644" "G044" "TR27" 31.9978460881974
"2645" "G045" "TR27" 67.6250181833818
"2646" "G046" "TR27" 50.2739075808008
"2647" "G047" "TR27" 46.4780959538722
"2648" "G048" "TR27" 21.434386606879
"2649" "G049" "TR27" 49.6167729434913
"2650" "G050" "TR27" 65.5095368653425
"2651" "G051" "TR27" 46.6273039238852
"2652" "G052" "TR27" 53.3638505819276
"2653" "G053" "TR27" 62.0896278411982
"2654" "G054" "TR27" 46.0122471462644
"2655" "G055" "TR27" 42.5797300089487
"2656" "G056" "TR27" 57.3737930635659
"2657" "G057" "TR27" 50.4808408019937
"2658" "G058" "TR27" 42.073868557299
"2659" "G059" "TR27" 50.3634692435429
"2660" "G060" "TR27" 41.3645702356317
"2661" "G061" "TR27" 76.7094082589248
"2662" "G062" "TR27" 61.2589072006525
"2663" "G063" "TR27" 62.6131387618828
"2664" "G064" "TR27" 66.3917386906566
"2665" "G065" "TR27" 43.5513924596589
"2666" "G066" "TR27" 48.5312723703529
"2667" "G067" "TR27" 66.8969233607659
"2668" "G068" "TR27" 43.5296616983261
"2669" "G069" "TR27" 35.2654932067815
"2670" "G070" "TR27" 55.8656469360147
"2671" "G071" "TR27" 48.6613825754935
"2672" "G072" "TR27" 40.5338863601284
"2673" "G073" "TR27" 60.5284156375839
"2674" "G074" "TR27" 53.6706092328627
"2675" "G075" "TR27" 52.0865199795569
"2676" "G076" "TR27" 55.9601282584178
"2677" "G077" "TR27" 44.9636461607055
"2678" "G078" "TR27" 63.3996503236106
"2679" "G079" "TR27" 76.5323102744306
"2680" "G080" "TR27" 48.5827848701082
"2681" "G081" "TR27" 45.3665333965272
"2682" "G082" "TR27" 76.0056902482568
"2683" "G083" "TR27" 43.4225563614992
"2684" "G084" "TR27" 63.5340440984252
"2685" "G085" "TR27" 84.8535639312981
"2686" "G086" "TR27" 65.1472316136073
"2687" "G087" "TR27" 61.2354259531165
"2688" "G088" "TR27" 33.0745892858637
"2689" "G089" "TR27" 48.8179951763947
"2690" "G090" "TR27" 55.0908516406077
"2691" "G091" "TR27" 78.6023021560572
"2692" "G092" "TR27" 56.1873040950145
"2693" "G093" "TR27" 76.4844024154664
"2694" "G094" "TR27" 46.8852763738471
"2695" "G095" "TR27" 70.8648904346981
"2696" "G096" "TR27" 49.0401911805626
"2697" "G097" "TR27" 71.6139338162118
"2698" "G098" "TR27" 75.6897545484882
"2699" "G099" "TR27" 52.1459716473745
"2700" "G100" "TR27" 58.3939804848379
"2701" "G001" "TR28" 34.6039952593128
"2702" "G002" "TR28" 43.5692153327071
"2703" "G003" "TR28" 42.1517691501948
"2704" "G004" "TR28" 33.2711605136548
"2705" "G005" "TR28" 53.3341489423764
"2706" "G006" "TR28" 30.6719839258316
"2707" "G007" "TR28" 36.6542916321495
"2708" "G008" "TR28" 48.2297375963077
"2709" "G009" "TR28" 47.6818310062673
"2710" "G010" "TR28" 37.7519092500266
"2711" "G011" "TR28" 53.0618004464317
"2712" "G012" "TR28" 48.9628089938234
"2713" "G013" "TR28" 58.8941852396772
"2714" "G014" "TR28" 35.8100142058281
"2715" "G015" "TR28" 44.7068549465967
"2716" "G016" "TR28" 41.6364770389107
"2717" "G017" "TR28" 35.5766105133183
"2718" "G018" "TR28" 34.3308315181958
"2719" "G019" "TR28" 39.0120048763747
"2720" "G020" "TR28" 38.4272469275294
"2721" "G021" "TR28" 38.1305204988464
"2722" "G022" "TR28" 32.2566204805579
"2723" "G023" "TR28" 38.8144113603669
"2724" "G024" "TR28" 36.3167933262261
"2725" "G025" "TR28" 38.374206898505
"2726" "G026" "TR28" 74.4425914922974
"2727" "G027" "TR28" 44.8061189312617
"2728" "G028" "TR28" 43.3967400287186
"2729" "G029" "TR28" 51.8170492524201
"2730" "G030" "TR28" 30.7787736106176
"2731" "G031" "TR28" 36.1921653111045
"2732" "G032" "TR28" 68.6260321602547
"2733" "G033" "TR28" 29.2721908091359
"2734" "G034" "TR28" 51.152334688416
"2735" "G035" "TR28" 48.0810992360219
"2736" "G036" "TR28" 35.887779237188
"2737" "G037" "TR28" 49.6877478679583
"2738" "G038" "TR28" 33.2339744841229
"2739" "G039" "TR28" 33.0105379225949
"2740" "G040" "TR28" 35.836317011116
"2741" "G041" "TR28" 58.5129371592654
"2742" "G042" "TR28" 42.8055685668826
"2743" "G043" "TR28" 39.7467752289307
"2744" "G044" "TR28" 42.6585202703857
"2745" "G045" "TR28" 51.7434703321921
"2746" "G046" "TR28" 35.9797722301151
"2747" "G047" "TR28" 56.2559794581671
"2748" "G048" "TR28" 35.9651615104604
"2749" "G049" "TR28" 75.639345259995
"2750" "G050" "TR28" 61.3027008713548
"2751" "G051" "TR28" 39.2627286402092
"2752" "G052" "TR28" 37.6578574581474
"2753" "G053" "TR28" 33.9661737099296
"2754" "G054" "TR28" 35.4489595109198
"2755" "G055" "TR28" 55.8705830451083
"2756" "G056" "TR28" 35.3596396467156
"2757" "G057" "TR28" 37.4333280699895
"2758" "G058" "TR28" 47.8171413419681
"2759" "G059" "TR28" 36.1728468857406
"2760" "G060" "TR28" 56.9861356143698
"2761" "G061" "TR28" 76.4130361249518
"2762" "G062" "TR28" 45.2716861017729
"2763" "G063" "TR28" 47.5172224763415
"2764" "G064" "TR28" 38.437321512991
"2765" "G065" "TR28" 40.5169815600542
"2766" "G066" "TR28" 31.5562481637851
"2767" "G067" "TR28" 35.9460233898884
"2768" "G068" "TR28" 56.2810973443754
"2769" "G069" "TR28" 48.0927279207317
"2770" "G070" "TR28" 47.970092714149
"2771" "G071" "TR28" 48.159755897483
"2772" "G072" "TR28" 51.4984943862575
"2773" "G073" "TR28" 43.8767542273107
"2774" "G074" "TR28" 22.0605935513939
"2775" "G075" "TR28" 48.7159290506911
"2776" "G076" "TR28" 59.4026518656926
"2777" "G077" "TR28" 40.3242585808671
"2778" "G078" "TR28" 56.1078374289182
"2779" "G079" "TR28" 42.7540496112334
"2780" "G080" "TR28" 36.1067432587315
"2781" "G081" "TR28" 36.0817947050778
"2782" "G082" "TR28" 33.6820157507061
"2783" "G083" "TR28" 41.6835306016542
"2784" "G084" "TR28" 58.76854238273
"2785" "G085" "TR28" 38.1075236609546
"2786" "G086" "TR28" 35.9913312578471
"2787" "G087" "TR28" 45.3849079367249
"2788" "G088" "TR28" 51.5078694391216
"2789" "G089" "TR28" 35.676021674264
"2790" "G090" "TR28" 37.384893454768
"2791" "G091" "TR28" 62.0580479814399
"2792" "G092" "TR28" 37.1695527794093
"2793" "G093" "TR28" 58.7879609024933
"2794" "G094" "TR28" 32.5920956464925
"2795" "G095" "TR28" 44.5351578266941
"2796" "G096" "TR28" 36.2691481641391
"2797" "G097" "TR28" 51.0352251207648
"2798" "G098" "TR28" 56.1054387029498
"2799" "G099" "TR28" 40.8800652744978
"2800" "G100" "TR28" 54.4134501759808
"2801" "G001" "TR29" 42.1825912082645
"2802" "G002" "TR29" 44.7866916632824
"2803" "G003" "TR29" 39.5829955640277
"2804" "G004" "TR29" 41.1041740760284
"2805" "G005" "TR29" 51.5735453638786
"2806" "G006" "TR29" 25.2370165643571
"2807" "G007" "TR29" 27.8627335533807
"2808" "G008" "TR29" 44.9811879975109
"2809" "G009" "TR29" 30.9607898566085
"2810" "G010" "TR29" 40.103236858355
"2811" "G011" "TR29" 45.7700546275615
"2812" "G012" "TR29" 31.4198363543045
"2813" "G013" "TR29" 29.1908932121662
"2814" "G014" "TR29" 49.3810517071964
"2815" "G015" "TR29" 36.3910176605057
"2816" "G016" "TR29" 39.629175593851
"2817" "G017" "TR29" 37.1095547765538
"2818" "G018" "TR29" 39.2233181161438
"2819" "G019" "TR29" 48.7922855504594
"2820" "G020" "TR29" 30.1232288842923
"2821" "G021" "TR29" 46.2064550917231
"2822" "G022" "TR29" 22.0473670820071
"2823" "G023" "TR29" 45.6637345886509
"2824" "G024" "TR29" 26.3433689522589
"2825" "G025" "TR29" 31.2803664867585
"2826" "G026" "TR29" 39.9303139717328
"2827" "G027" "TR29" 40.2920814786015
"2828" "G028" "TR29" 42.2251897739224
"2829" "G029" "TR29" 50.0083587486767
"2830" "G030" "TR29" 36.1491720139248
"2831" "G031" "TR29" 33.0121867806208
"2832" "G032" "TR29" 38.9583558349883
"2833" "G033" "TR29" 37.3299044904425
"2834" "G034" "TR29" 41.6153604877443
"2835" "G035" "TR29" 41.9964618767296
"2836" "G036" "TR29" 57.2790710297556
"2837" "G037" "TR29" 40.888056215628
"2838" "G038" "TR29" 30.8551995040612
"2839" "G039" "TR29" 38.3205870269087
"2840" "G040" "TR29" 30.4320898451725
"2841" "G041" "TR29" 51.8133565818444
"2842" "G042" "TR29" 50.3195395530127
"2843" "G043" "TR29" 48.1968306322581
"2844" "G044" "TR29" 50.0910820282413
"2845" "G045" "TR29" 34.8426434661542
"2846" "G046" "TR29" 27.1782761215997
"2847" "G047" "TR29" 31.5547239674639
"2848" "G048" "TR29" 46.2741544075887
"2849" "G049" "TR29" 50.8578786173787
"2850" "G050" "TR29" 52.3843151012134
"2851" "G051" "TR29" 49.6253207110654
"2852" "G052" "TR29" 31.8128421063658
"2853" "G053" "TR29" 34.9879865584328
"2854" "G054" "TR29" 44.1373471930143
"2855" "G055" "TR29" 57.1469810532349
"2856" "G056" "TR29" 39.8602906505946
"2857" "G057" "TR29" 39.70102443876
"2858" "G058" "TR29" 24.8902620629991
"2859" "G059" "TR29" 38.376417828286
"2860" "G060" "TR29" 41.7446845083284
"2861" "G061" "TR29" 57.4540207923979
"2862" "G062" "TR29" 47.4365058220228
"2863" "G063" "TR29" 41.0188027459995
"2864" "G064" "TR29" 38.041865060701
"2865" "G065" "TR29" 33.520226324717
"2866" "G066" "TR29" 39.31456576003
"2867" "G067" "TR29" 23.8416375481744
"2868" "G068" "TR29" 36.5214736323212
"2869" "G069" "TR29" 40.2934955391117
"2870" "G070" "TR29" 37.2215741655048
"2871" "G071" "TR29" 32.8158091699557
"2872" "G072" "TR29" 29.9109603747654
"2873" "G073" "TR29" 39.6987520846313
"2874" "G074" "TR29" 44.6574358122139
"2875" "G075" "TR29" 48.5172124066976
"2876" "G076" "TR29" 30.1721781606095
"2877" "G077" "TR29" 38.6083057103563
"2878" "G078" "TR29" 41.2413983881692
"2879" "G079" "TR29" 50.6398260551652
"2880" "G080" "TR29" 42.5403858397297
"2881" "G081" "TR29" 38.115046285845
"2882" "G082" "TR29" 54.895147664616
"2883" "G083" "TR29" 58.2121803221868
"2884" "G084" "TR29" 41.0559887287604
"2885" "G085" "TR29" 34.7288597545559
"2886" "G086" "TR29" 49.8447903115792
"2887" "G087" "TR29" 30.611836417386
"2888" "G088" "TR29" 36.4748984517262
"2889" "G089" "TR29" 50.46933853259
"2890" "G090" "TR29" 48.6744461320654
"2891" "G091" "TR29" 23.2371092709628
"2892" "G092" "TR29" 40.1130393616085
"2893" "G093" "TR29" 40.2242752770173
"2894" "G094" "TR29" 26.5033321076511
"2895" "G095" "TR29" 33.2604637874721
"2896" "G096" "TR29" 32.5848089548634
"2897" "G097" "TR29" 60.0725025880612
"2898" "G098" "TR29" 25.8163107174678
"2899" "G099" "TR29" 44.9059319103146
"2900" "G100" "TR29" 33.7116519192581
"2901" "G001" "TR30" 44.6969887668766
"2902" "G002" "TR30" 48.4614475325265
"2903" "G003" "TR30" 44.6696695886231
"2904" "G004" "TR30" 45.7921872587597
"2905" "G005" "TR30" 58.6329140380019
"2906" "G006" "TR30" 60.1767739016412
"2907" "G007" "TR30" 52.3225336969568
"2908" "G008" "TR30" 48.7945325005997
"2909" "G009" "TR30" 47.9307884491706
"2910" "G010" "TR30" 44.6003046257584
"2911" "G011" "TR30" 57.8408040867624
"2912" "G012" "TR30" 67.4572815981083
"2913" "G013" "TR30" 61.2625481888024
"2914" "G014" "TR30" 49.6453369436619
"2915" "G015" "TR30" 48.1106332018211
"2916" "G016" "TR30" 44.8643615968326
"2917" "G017" "TR30" 43.1186161581226
"2918" "G018" "TR30" 34.7024010966114
"2919" "G019" "TR30" 67.1227587999519
"2920" "G020" "TR30" 49.7189861415641
"2921" "G021" "TR30" 55.7416735706286
"2922" "G022" "TR30" 46.0680371137696
"2923" "G023" "TR30" 58.8349881412109
"2924" "G024" "TR30" 53.7823966878095
"2925" "G025" "TR30" 70.0823601147577
"2926" "G026" "TR30" 67.0860074489359
"2927" "G027" "TR30" 48.865150312149
"2928" "G028" "TR30" 40.0853570869302
"2929" "G029" "TR30" 68.446541899005
"2930" "G030" "TR30" 46.2184330789086
"2931" "G031" "TR30" 40.6311016989139
"2932" "G032" "TR30" 52.4616070690658
"2933" "G033" "TR30" 60.7406934454555
"2934" "G034" "TR30" 64.7139682724108
"2935" "G035" "TR30" 64.4730436296783
"2936" "G036" "TR30" 30.4105180048879
"2937" "G037" "TR30" 58.9550664186559
"2938" "G038" "TR30" 42.8225409070376
"2939" "G039" "TR30" 45.2255554766186
"2940" "G040" "TR30" 55.1922143588604
"2941" "G041" "TR30" 58.3563649446704
"2942" "G042" "TR30" 56.5981299577472
"2943" "G043" "TR30" 55.3761478888583
"2944" "G044" "TR30" 23.544600939003
"2945" "G045" "TR30" 52.6104065430698
"2946" "G046" "TR30" 47.587410799781
"2947" "G047" "TR30" 47.0384677416194
"2948" "G048" "TR30" 28.5994113131136
"2949" "G049" "TR30" 53.4883406235529
"2950" "G050" "TR30" 58.8638870792648
"2951" "G051" "TR30" 64.9041686778324
"2952" "G052" "TR30" 44.0928734542415
"2953" "G053" "TR30" 91.2739965479022
"2954" "G054" "TR30" 45.8847808108954
"2955" "G055" "TR30" 58.6271814481845
"2956" "G056" "TR30" 49.5206870454657
"2957" "G057" "TR30" 59.4135322204053
"2958" "G058" "TR30" 62.337436687449
"2959" "G059" "TR30" 49.4977711588293
"2960" "G060" "TR30" 55.7879529502712
"2961" "G061" "TR30" 88.9826826783028
"2962" "G062" "TR30" 61.4382693223512
"2963" "G063" "TR30" 82.4329672115374
"2964" "G064" "TR30" 45.1157184144235
"2965" "G065" "TR30" 33.3847935112509
"2966" "G066" "TR30" 51.4624752155807
"2967" "G067" "TR30" 74.8289970529771
"2968" "G068" "TR30" 64.995599820566
"2969" "G069" "TR30" 55.5673634930535
"2970" "G070" "TR30" 54.0555107951842
"2971" "G071" "TR30" 71.4643167448419
"2972" "G072" "TR30" 51.7793673061753
"2973" "G073" "TR30" 58.6915522428361
"2974" "G074" "TR30" 33.6313541595792
"2975" "G075" "TR30" 37.2642982193143
"2976" "G076" "TR30" 88.2131933630779
"2977" "G077" "TR30" 54.7974274473139
"2978" "G078" "TR30" 46.6472007961371
"2979" "G079" "TR30" 57.2067665097565
"2980" "G080" "TR30" 51.375793586625
"2981" "G081" "TR30" 48.3772378409143
"2982" "G082" "TR30" 65.7352845649066
"2983" "G083" "TR30" 62.6118399510914
"2984" "G084" "TR30" 53.6049691459883
"2985" "G085" "TR30" 60.7490644189165
"2986" "G086" "TR30" 82.0588546962677
"2987" "G087" "TR30" 69.2176960612387
"2988" "G088" "TR30" 35.1367050736371
"2989" "G089" "TR30" 35.6003160853898
"2990" "G090" "TR30" 55.8697869020718
"2991" "G091" "TR30" 76.5359171350966
"2992" "G092" "TR30" 44.1923629673875
"2993" "G093" "TR30" 62.1811410095606
"2994" "G094" "TR30" 36.9585037061426
"2995" "G095" "TR30" 84.5954553554148
"2996" "G096" "TR30" 41.8948799710528
"2997" "G097" "TR30" 59.7204526139247
"2998" "G098" "TR30" 63.7695850562408
"2999" "G099" "TR30" 38.1249525808656
"3000" "G100" "TR30" 53.1363685210067
"3001" "G001" "TR31" 43.3611567432077
"3002" "G002" "TR31" 55.4063140318029
"3003" "G003" "TR31" 50.1095428268623
"3004" "G004" "TR31" 57.7753464700867
"3005" "G005" "TR31" 67.0272947967839
"3006" "G006" "TR31" 65.2582760428857
"3007" "G007" "TR31" 57.1100781469618
"3008" "G008" "TR31" 44.8343111226947
"3009" "G009" "TR31" 52.9010132056748
"3010" "G010" "TR31" 37.6352574157975
"3011" "G011" "TR31" 63.6071824866838
"3012" "G012" "TR31" 52.8176869677469
"3013" "G013" "TR31" 52.1705873606914
"3014" "G014" "TR31" 85.9943372090595
"3015" "G015" "TR31" 57.7781957338745
"3016" "G016" "TR31" 46.4075578960248
"3017" "G017" "TR31" 44.4755327587401
"3018" "G018" "TR31" 44.5557849361737
"3019" "G019" "TR31" 59.467462484827
"3020" "G020" "TR31" 47.3109049180245
"3021" "G021" "TR31" 59.7426018716361
"3022" "G022" "TR31" 57.5209807752759
"3023" "G023" "TR31" 50.4690782395318
"3024" "G024" "TR31" 39.1986224579484
"3025" "G025" "TR31" 50.9242550315932
"3026" "G026" "TR31" 47.0263137555582
"3027" "G027" "TR31" 62.3616209807595
"3028" "G028" "TR31" 40.0584429952193
"3029" "G029" "TR31" 66.0163707302623
"3030" "G030" "TR31" 32.3367725927984
"3031" "G031" "TR31" 50.0463810732287
"3032" "G032" "TR31" 47.6437645518102
"3033" "G033" "TR31" 51.9547078383438
"3034" "G034" "TR31" 43.4100687413995
"3035" "G035" "TR31" 50.6298935262745
"3036" "G036" "TR31" 51.4584052363274
"3037" "G037" "TR31" 50.7375799060682
"3038" "G038" "TR31" 52.9134733293631
"3039" "G039" "TR31" 29.3359752862788
"3040" "G040" "TR31" 35.4656406494804
"3041" "G041" "TR31" 68.3694586738896
"3042" "G042" "TR31" 55.0183099590835
"3043" "G043" "TR31" 51.8714390053056
"3044" "G044" "TR31" 35.5980742447352
"3045" "G045" "TR31" 55.0613436773965
"3046" "G046" "TR31" 41.9949443492656
"3047" "G047" "TR31" 48.6748242240655
"3048" "G048" "TR31" 31.8517149740507
"3049" "G049" "TR31" 59.9187884873432
"3050" "G050" "TR31" 65.0373307131741
"3051" "G051" "TR31" 73.4690828345354
"3052" "G052" "TR31" 45.0127382564977
"3053" "G053" "TR31" 57.1455912679285
"3054" "G054" "TR31" 52.7333930823181
"3055" "G055" "TR31" 43.0639895326517
"3056" "G056" "TR31" 40.0890316321847
"3057" "G057" "TR31" 45.4540555037589
"3058" "G058" "TR31" 48.131140971887
"3059" "G059" "TR31" 41.6472413974221
"3060" "G060" "TR31" 55.8718886743512
"3061" "G061" "TR31" 69.5034315124136
"3062" "G062" "TR31" 83.3332398169148
"3063" "G063" "TR31" 43.6259206778247
"3064" "G064" "TR31" 47.8902098957284
"3065" "G065" "TR31" 50.6624932777306
"3066" "G066" "TR31" 51.3242475690958
"3067" "G067" "TR31" 53.0763606088342
"3068" "G068" "TR31" 55.6923355137237
"3069" "G069" "TR31" 84.9187324712025
"3070" "G070" "TR31" 53.7082768277417
"3071" "G071" "TR31" 79.1071911127846
"3072" "G072" "TR31" 34.6888536517998
"3073" "G073" "TR31" 75.9035171371305
"3074" "G074" "TR31" 44.1002064663425
"3075" "G075" "TR31" 54.0406976759017
"3076" "G076" "TR31" 66.1878517176189
"3077" "G077" "TR31" 55.4458612570976
"3078" "G078" "TR31" 43.1300219578181
"3079" "G079" "TR31" 31.084836718454
"3080" "G080" "TR31" 57.0543674280739
"3081" "G081" "TR31" 57.6455831913312
"3082" "G082" "TR31" 63.3414844774548
"3083" "G083" "TR31" 47.5426755381238
"3084" "G084" "TR31" 66.8871293728025
"3085" "G085" "TR31" 69.4158573273447
"3086" "G086" "TR31" 62.0332951074248
"3087" "G087" "TR31" 46.5712685549279
"3088" "G088" "TR31" 53.9175814977408
"3089" "G089" "TR31" 38.3631650610179
"3090" "G090" "TR31" 52.5698510659355
"3091" "G091" "TR31" 77.2844897906118
"3092" "G092" "TR31" 63.8405277776804
"3093" "G093" "TR31" 55.3123997364269
"3094" "G094" "TR31" 22.7930501817206
"3095" "G095" "TR31" 55.2506126317178
"3096" "G096" "TR31" 42.1541381756215
"3097" "G097" "TR31" 61.2327592067597
"3098" "G098" "TR31" 101.936066249997
"3099" "G099" "TR31" 49.508348037775
"3100" "G100" "TR31" 56.891115853656
"3101" "G001" "TR32" 48.2050700814421
"3102" "G002" "TR32" 51.6217138274735
"3103" "G003" "TR32" 27.74883927169
"3104" "G004" "TR32" 37.2554325198212
"3105" "G005" "TR32" 33.8014674342077
"3106" "G006" "TR32" 24.8058473254677
"3107" "G007" "TR32" 42.9573754111408
"3108" "G008" "TR32" 52.9046454381972
"3109" "G009" "TR32" 24.1012218262958
"3110" "G010" "TR32" 53.0698744997026
"3111" "G011" "TR32" 36.704957270468
"3112" "G012" "TR32" 44.0457896727854
"3113" "G013" "TR32" 31.6106928853603
"3114" "G014" "TR32" 31.4646812157415
"3115" "G015" "TR32" 43.9399937248918
"3116" "G016" "TR32" 35.6049168709617
"3117" "G017" "TR32" 37.7335314272316
"3118" "G018" "TR32" 35.5260123949892
"3119" "G019" "TR32" 29.0393027984354
"3120" "G020" "TR32" 39.071318380799
"3121" "G021" "TR32" 31.770067462735
"3122" "G022" "TR32" 43.1409497843923
"3123" "G023" "TR32" 38.694074508179
"3124" "G024" "TR32" 28.487636848275
"3125" "G025" "TR32" 35.3511059409283
"3126" "G026" "TR32" 42.4344197467376
"3127" "G027" "TR32" 40.8297140285697
"3128" "G028" "TR32" 48.0484730596508
"3129" "G029" "TR32" 35.7197701810201
"3130" "G030" "TR32" 31.7521109440683
"3131" "G031" "TR32" 42.8769028530328
"3132" "G032" "TR32" 29.2271583954529
"3133" "G033" "TR32" 50.3903173773311
"3134" "G034" "TR32" 37.3422671370484
"3135" "G035" "TR32" 40.7375409582379
"3136" "G036" "TR32" 33.3051928029747
"3137" "G037" "TR32" 40.5872987386919
"3138" "G038" "TR32" 36.5338626610015
"3139" "G039" "TR32" 25.7763775219669
"3140" "G040" "TR32" 37.4872429330713
"3141" "G041" "TR32" 50.589841165515
"3142" "G042" "TR32" 28.1979011800712
"3143" "G043" "TR32" 43.742886109623
"3144" "G044" "TR32" 47.9606389301916
"3145" "G045" "TR32" 45.0562300622359
"3146" "G046" "TR32" 20.7349953092861
"3147" "G047" "TR32" 41.9806898568842
"3148" "G048" "TR32" 38.0507093466586
"3149" "G049" "TR32" 38.5204712034506
"3150" "G050" "TR32" 64.1680373877858
"3151" "G051" "TR32" 34.670190911347
"3152" "G052" "TR32" 30.5694138052248
"3153" "G053" "TR32" 37.5353956119347
"3154" "G054" "TR32" 40.6461701328642
"3155" "G055" "TR32" 38.8683225177619
"3156" "G056" "TR32" 60.7727120594471
